Identyfikator projektu,Nazwa projektu,Identyfikator podmiotu,Rodzaj projektu,Koszt,Data rozpoczęcia,Data zakończenia,Identyfikator projektu architektonicznego,
362,WODOCIĄGOWY-266,96,PRZECIWGROMOWY,28910,18/03/2011,20/03/2011,17154,
363,WODOCIĄGOWY-9939,64,GRZEWCZY,8880,17/01/2012,22/01/2012,12390,
364,WODOCIĄGOWY-2120,9,OGRODNICZY,5700,01/01/0001,17/08/0001,8494,
365,WODOCIĄGOWY-4056,211,ALARMOWY,88400,22/02/2011,03/03/2011,11378,
366,WODOCIĄGOWY-1724,168,PRZECIWGROMOWY,17255,01/01/0001,09/05/0002,9368,
367,WODOCIĄGOWY-4845,157,PRZECIWGROMOWY,49175,01/01/0001,06/11/0004,9597,
368,WODOCIĄGOWY-6572,111,WODOCIĄGOWY,1705,18/07/2011,27/07/2011,14051,
369,WODOCIĄGOWY-3253,246,GRZEWCZY,50160,01/01/0001,20/09/0002,4377,
370,WODOCIĄGOWY-6360,155,ALARMOWY,75250,01/01/0001,14/02/0005,7183,
371,WODOCIĄGOWY-9062,9,GRZEWCZY,119840,01/01/0001,07/02/0005,8362,
372,WODOCIĄGOWY-7878,175,OGRODNICZY,26050,06/08/2011,06/08/2011,19454,
373,WODOCIĄGOWY-1397,125,WODOCIĄGOWY,91025,01/01/0001,14/07/0005,6502,
374,WODOCIĄGOWY-1903,144,ELEKTRYCZNY,88050,01/01/0001,20/03/0004,1800,
375,WODOCIĄGOWY-961,70,ALARMOWY,61600,01/01/0001,17/05/0004,9091,
376,WODOCIĄGOWY-1368,184,GRZEWCZY,9440,02/08/2011,05/08/2011,18107,
377,WODOCIĄGOWY-9930,221,GRZEWCZY,61840,01/01/0001,13/02/0003,9194,
378,WODOCIĄGOWY-6825,5,ALARMOWY,51000,12/05/2011,14/05/2011,10708,
379,WODOCIĄGOWY-7743,168,OGRODNICZY,28275,30/08/2011,08/09/2011,16824,
380,WODOCIĄGOWY-1407,74,GRZEWCZY,55040,01/01/0001,20/11/0002,7021,
381,WODOCIĄGOWY-8256,125,WODOCIĄGOWY,55440,01/01/0001,06/10/0003,9415,
382,WODOCIĄGOWY-293,252,WODOCIĄGOWY,5995,01/01/0001,20/04/0001,220,
383,WODOCIĄGOWY-914,93,GRZEWCZY,93360,01/01/0001,13/03/0004,6905,
384,WODOCIĄGOWY-893,95,OGRODNICZY,35000,09/01/2012,12/01/2012,13648,
385,WODOCIĄGOWY-1449,69,WODOCIĄGOWY,40040,01/07/2011,01/07/2011,13718,
386,WODOCIĄGOWY-8418,85,ELEKTRYCZNY,41325,01/01/0001,06/07/0002,9545,
387,WODOCIĄGOWY-1256,149,PRZECIWGROMOWY,45185,01/01/0001,15/07/0004,2089,
388,WODOCIĄGOWY-9809,223,GRZEWCZY,144720,15/09/2011,23/09/2011,15707,
389,WODOCIĄGOWY-920,82,PRZECIWGROMOWY,37310,09/11/2011,09/11/2011,10314,
390,WODOCIĄGOWY-9652,60,OGRODNICZY,38350,24/10/2011,02/11/2011,19928,
391,WODOCIĄGOWY-6818,283,OGRODNICZY,15750,01/01/0001,23/09/0002,2525,
392,WODOCIĄGOWY-2099,99,WODOCIĄGOWY,96195,12/09/2011,12/09/2011,11511,
393,WODOCIĄGOWY-8091,256,OGRODNICZY,10275,15/04/2011,19/04/2011,15971,
394,WODOCIĄGOWY-2874,222,OGRODNICZY,40775,01/01/0001,20/06/0005,2023,
395,WODOCIĄGOWY-2018,205,ALARMOWY,36100,31/08/2011,07/09/2011,19821,
396,WODOCIĄGOWY-4130,197,ELEKTRYCZNY,36975,29/08/2011,31/08/2011,10582,
397,WODOCIĄGOWY-8717,32,ALARMOWY,15500,01/01/0001,07/11/0001,9424,
398,WODOCIĄGOWY-159,0,OGRODNICZY,11925,01/01/0001,23/04/0002,953,
399,WODOCIĄGOWY-4245,39,ALARMOWY,44100,01/01/0001,02/06/0003,436,
400,WODOCIĄGOWY-3254,3,ALARMOWY,80800,01/01/0001,05/06/0005,4770,
401,WODOCIĄGOWY-2477,231,PRZECIWGROMOWY,23135,16/12/2011,23/12/2011,14735,
402,WODOCIĄGOWY-5429,66,WODOCIĄGOWY,83545,12/02/2011,15/02/2011,15891,
403,WODOCIĄGOWY-1110,186,ALARMOWY,65550,21/12/2011,23/12/2011,15167,
404,WODOCIĄGOWY-2158,288,OGRODNICZY,11025,14/08/2011,21/08/2011,10180,
405,WODOCIĄGOWY-7961,237,ALARMOWY,86900,02/07/2011,11/07/2011,19044,
406,WODOCIĄGOWY-5565,170,ALARMOWY,46550,12/03/2011,17/03/2011,10064,
407,WODOCIĄGOWY-2698,45,GRZEWCZY,65920,05/01/2012,07/01/2012,11297,
408,WODOCIĄGOWY-128,157,OGRODNICZY,40350,01/01/0001,03/06/0005,2466,
409,WODOCIĄGOWY-3381,203,GRZEWCZY,113600,27/01/2011,04/02/2011,16843,
410,WODOCIĄGOWY-8026,147,ALARMOWY,24600,01/01/0001,08/05/0002,829,
411,WODOCIĄGOWY-1601,282,ELEKTRYCZNY,128325,01/01/0001,08/09/0005,4237,
412,WODOCIĄGOWY-1238,0,OGRODNICZY,32250,01/01/0001,14/07/0004,6518,
413,WODOCIĄGOWY-2112,245,GRZEWCZY,35520,26/06/2011,05/07/2011,14058,
414,WODOCIĄGOWY-3275,298,WODOCIĄGOWY,36135,30/05/2011,06/06/2011,16242,
415,WODOCIĄGOWY-3172,235,GRZEWCZY,100160,01/01/0001,06/06/0004,9026,
416,WODOCIĄGOWY-6608,114,PRZECIWGROMOWY,63210,17/12/2011,19/12/2011,14457,
417,WODOCIĄGOWY-959,295,ALARMOWY,79150,01/01/0001,03/05/0005,707,
418,WODOCIĄGOWY-7016,105,OGRODNICZY,49200,01/01/0001,23/05/0006,9271,
419,WODOCIĄGOWY-1222,105,PRZECIWGROMOWY,53130,01/01/0001,27/02/0005,2993,
420,WODOCIĄGOWY-2496,52,PRZECIWGROMOWY,32725,09/01/2012,18/01/2012,11498,
421,WODOCIĄGOWY-7761,42,WODOCIĄGOWY,96305,01/01/0001,18/10/0005,6917,
422,WODOCIĄGOWY-1356,60,OGRODNICZY,13750,19/09/2011,22/09/2011,15801,
423,WODOCIĄGOWY-909,288,GRZEWCZY,83920,01/01/0001,16/11/0003,3609,
424,WODOCIĄGOWY-9500,96,WODOCIĄGOWY,93115,01/01/0001,21/08/0005,1853,
425,WODOCIĄGOWY-9694,156,OGRODNICZY,5150,05/11/2011,05/11/2011,19724,
426,WODOCIĄGOWY-8098,103,GRZEWCZY,26160,01/01/0001,24/11/0001,3163,
427,WODOCIĄGOWY-9074,224,GRZEWCZY,27520,01/01/0001,11/12/0001,1825,
428,WODOCIĄGOWY-5332,238,GRZEWCZY,102960,07/05/2011,15/05/2011,16004,
429,WODOCIĄGOWY-1807,237,ELEKTRYCZNY,23100,01/01/0001,05/11/0001,8942,
430,WODOCIĄGOWY-5975,281,OGRODNICZY,26550,21/07/2011,23/07/2011,10392,
431,WODOCIĄGOWY-6126,154,OGRODNICZY,9000,04/10/2011,07/10/2011,16198,
432,WODOCIĄGOWY-4809,50,ELEKTRYCZNY,107925,06/09/2011,06/09/2011,10187,
433,WODOCIĄGOWY-1789,36,PRZECIWGROMOWY,22855,01/01/0001,16/10/0002,1355,
434,WODOCIĄGOWY-771,174,ELEKTRYCZNY,41025,23/07/2011,27/07/2011,10638,
435,WODOCIĄGOWY-1046,231,PRZECIWGROMOWY,17395,09/06/2011,14/06/2011,13743,
436,WODOCIĄGOWY-6714,146,GRZEWCZY,134320,01/01/0001,07/08/0005,7537,
437,WODOCIĄGOWY-6074,259,WODOCIĄGOWY,29205,01/01/0001,16/06/0002,2057,
438,WODOCIĄGOWY-3215,21,WODOCIĄGOWY,27885,01/01/0001,23/05/0002,2890,
439,WODOCIĄGOWY-215,37,PRZECIWGROMOWY,22925,01/01/0001,18/10/0002,3001,
440,WODOCIĄGOWY-9586,222,OGRODNICZY,16150,05/12/2011,05/12/2011,16435,
441,WODOCIĄGOWY-8470,147,ELEKTRYCZNY,59550,14/04/2011,20/04/2011,14541,
442,WODOCIĄGOWY-7199,279,WODOCIĄGOWY,12045,01/01/0001,08/08/0001,174,
443,WODOCIĄGOWY-3923,113,ELEKTRYCZNY,17475,29/10/2011,04/11/2011,12535,
444,WODOCIĄGOWY-1096,86,GRZEWCZY,38400,01/01/0001,26/04/0002,5835,
445,WODOCIĄGOWY-5634,200,ALARMOWY,83350,01/01/0001,26/07/0005,3682,
446,WODOCIĄGOWY-6250,107,WODOCIĄGOWY,31570,09/02/2011,11/02/2011,18122,
447,WODOCIĄGOWY-1207,190,ELEKTRYCZNY,67875,17/07/2011,22/07/2011,16667,
448,WODOCIĄGOWY-409,249,OGRODNICZY,20750,01/01/0001,11/04/0003,7331,
449,WODOCIĄGOWY-9915,186,WODOCIĄGOWY,38005,17/01/2012,21/01/2012,12621,
450,WODOCIĄGOWY-6530,18,ELEKTRYCZNY,5175,01/01/0001,11/03/0001,2653,
451,WODOCIĄGOWY-1181,153,PRZECIWGROMOWY,66710,01/01/0001,22/03/0006,8597,
452,WODOCIĄGOWY-7293,64,PRZECIWGROMOWY,56175,10/08/2011,18/08/2011,12666,
453,WODOCIĄGOWY-6028,200,WODOCIĄGOWY,58795,01/01/0001,06/12/0003,2884,
454,WODOCIĄGOWY-8652,67,WODOCIĄGOWY,106645,01/01/0001,24/04/0006,4824,
455,WODOCIĄGOWY-4489,218,ELEKTRYCZNY,61125,07/06/2011,08/06/2011,12072,
456,WODOCIĄGOWY-7518,96,GRZEWCZY,38080,01/09/2011,03/09/2011,12931,
457,WODOCIĄGOWY-1460,233,WODOCIĄGOWY,59455,15/08/2011,19/08/2011,19411,
458,WODOCIĄGOWY-7670,95,ALARMOWY,17150,01/01/0001,10/12/0001,4231,
459,WODOCIĄGOWY-5970,173,ALARMOWY,22950,30/10/2011,03/11/2011,10107,
460,WODOCIĄGOWY-7078,206,GRZEWCZY,123600,29/11/2011,29/11/2011,10809,
461,WODOCIĄGOWY-4906,73,GRZEWCZY,120800,23/11/2011,28/11/2011,16568,
462,WODOCIĄGOWY-8083,6,OGRODNICZY,6825,01/01/0001,01/10/0001,7929,
463,WODOCIĄGOWY-132,5,ALARMOWY,32600,23/11/2011,26/11/2011,17279,
464,WODOCIĄGOWY-7573,139,OGRODNICZY,38500,25/07/2011,31/07/2011,13115,
465,WODOCIĄGOWY-4787,93,PRZECIWGROMOWY,66920,01/01/0001,28/03/0006,9967,
466,WODOCIĄGOWY-2090,158,ELEKTRYCZNY,32775,01/01/0001,14/03/0002,8805,
467,WODOCIĄGOWY-7338,228,PRZECIWGROMOWY,18130,31/12/2011,07/01/2012,19856,
468,WODOCIĄGOWY-8336,64,ELEKTRYCZNY,118350,01/01/0001,28/04/0005,6224,
469,WODOCIĄGOWY-2205,237,WODOCIĄGOWY,11935,28/05/2011,01/06/2011,17166,
470,WODOCIĄGOWY-5075,287,PRZECIWGROMOWY,10500,21/07/2011,24/07/2011,15718,
471,WODOCIĄGOWY-2993,19,ALARMOWY,38250,01/01/0001,05/02/0003,2752,
472,WODOCIĄGOWY-4882,136,WODOCIĄGOWY,29205,29/07/2011,30/07/2011,13672,
473,WODOCIĄGOWY-9406,175,GRZEWCZY,37200,01/01/0001,11/04/0002,406,
474,WODOCIĄGOWY-9972,16,GRZEWCZY,104000,01/01/0001,24/07/0004,7736,
475,WODOCIĄGOWY-6380,14,WODOCIĄGOWY,11000,01/01/0001,20/07/0001,8494,
476,WODOCIĄGOWY-4966,15,WODOCIĄGOWY,33935,01/01/0001,10/09/0002,6527,
477,WODOCIĄGOWY-9415,133,WODOCIĄGOWY,103400,01/01/0001,24/02/0006,1646,
478,WODOCIĄGOWY-7372,55,OGRODNICZY,10725,01/01/0001,06/03/0002,4636,
479,WODOCIĄGOWY-2397,183,GRZEWCZY,153360,01/01/0001,02/04/0006,2312,
480,WODOCIĄGOWY-6925,37,ELEKTRYCZNY,54975,01/01/0001,04/01/0003,7042,
481,WODOCIĄGOWY-7544,232,ELEKTRYCZNY,64200,01/01/0001,07/05/0003,265,
482,WODOCIĄGOWY-9024,87,ELEKTRYCZNY,128025,11/09/2011,17/09/2011,14559,
483,WODOCIĄGOWY-1138,35,OGRODNICZY,30350,01/01/0001,29/04/0004,5771,
484,WODOCIĄGOWY-4167,62,PRZECIWGROMOWY,47425,01/01/0001,17/09/0004,6575,
485,WODOCIĄGOWY-7121,298,GRZEWCZY,36320,01/01/0001,31/03/0002,9346,
486,WODOCIĄGOWY-3350,213,PRZECIWGROMOWY,59080,01/01/0001,16/08/0005,9200,
487,WODOCIĄGOWY-4149,174,GRZEWCZY,126160,25/10/2011,29/10/2011,15865,
488,WODOCIĄGOWY-5261,228,ELEKTRYCZNY,70575,28/07/2011,31/07/2011,11026,
489,WODOCIĄGOWY-9361,282,ELEKTRYCZNY,97050,22/05/2011,29/05/2011,11221,
490,WODOCIĄGOWY-8938,83,PRZECIWGROMOWY,31045,29/12/2011,05/01/2012,19998,
491,WODOCIĄGOWY-335,180,PRZECIWGROMOWY,54495,04/08/2011,13/08/2011,12654,
492,WODOCIĄGOWY-5922,135,PRZECIWGROMOWY,67130,01/01/0001,03/04/0006,837,
493,WODOCIĄGOWY-9485,116,GRZEWCZY,105040,25/08/2011,30/08/2011,19727,
494,WODOCIĄGOWY-9731,164,WODOCIĄGOWY,2640,01/01/0001,18/02/0001,8898,
495,WODOCIĄGOWY-4278,37,ELEKTRYCZNY,126825,06/04/2011,09/04/2011,10593,
496,WODOCIĄGOWY-9887,73,OGRODNICZY,48175,01/01/0001,12/04/0006,1986,
497,WODOCIĄGOWY-7137,198,ALARMOWY,18750,01/01/0001,11/01/0002,8809,
498,WODOCIĄGOWY-8404,108,WODOCIĄGOWY,64900,22/08/2011,23/08/2011,18889,
499,WODOCIĄGOWY-3038,117,PRZECIWGROMOWY,46585,01/01/0001,24/08/0004,6749,
500,WODOCIĄGOWY-6837,270,OGRODNICZY,31100,01/01/0001,29/05/0004,3334,
501,WODOCIĄGOWY-9326,53,PRZECIWGROMOWY,32760,01/01/0001,26/07/0003,5114,
502,WODOCIĄGOWY-8894,128,WODOCIĄGOWY,82115,04/08/2011,09/08/2011,11750,
503,WODOCIĄGOWY-6250,184,PRZECIWGROMOWY,15365,10/08/2011,12/08/2011,11765,
504,WODOCIĄGOWY-9945,149,WODOCIĄGOWY,20460,01/01/0001,08/01/0002,5172,
505,WODOCIĄGOWY-9137,140,ELEKTRYCZNY,10050,16/07/2011,18/07/2011,17848,
506,WODOCIĄGOWY-4910,52,OGRODNICZY,38350,28/07/2011,31/07/2011,12482,
507,WODOCIĄGOWY-3508,21,OGRODNICZY,13150,03/12/2011,06/12/2011,12262,
508,WODOCIĄGOWY-4096,123,PRZECIWGROMOWY,4900,01/01/0001,21/05/0001,9839,
509,WODOCIĄGOWY-9824,83,PRZECIWGROMOWY,48755,08/09/2011,08/09/2011,14654,
510,WODOCIĄGOWY-9150,270,WODOCIĄGOWY,81455,01/01/0001,21/01/0005,6089,
511,WODOCIĄGOWY-193,233,PRZECIWGROMOWY,34685,03/03/2011,12/03/2011,13487,
512,WODOCIĄGOWY-7610,102,OGRODNICZY,44425,12/02/2011,12/02/2011,13587,
513,WODOCIĄGOWY-2823,64,ELEKTRYCZNY,130125,10/12/2011,19/12/2011,17945,
514,WODOCIĄGOWY-8256,39,WODOCIĄGOWY,69410,01/01/0001,16/06/0004,5445,
515,WODOCIĄGOWY-4699,56,GRZEWCZY,39040,16/12/2011,19/12/2011,12765,
516,WODOCIĄGOWY-7276,50,ALARMOWY,56200,01/01/0001,30/01/0004,8509,
517,WODOCIĄGOWY-2489,29,ALARMOWY,85600,23/12/2011,27/12/2011,15489,
518,WODOCIĄGOWY-6247,136,WODOCIĄGOWY,81950,01/01/0001,30/01/0005,474,
519,WODOCIĄGOWY-851,184,ELEKTRYCZNY,114900,01/01/0001,13/03/0005,268,
520,WODOCIĄGOWY-1241,111,ALARMOWY,91600,20/12/2011,26/12/2011,17236,
521,WODOCIĄGOWY-7760,283,GRZEWCZY,89200,01/01/0001,21/01/0004,2595,
522,WODOCIĄGOWY-2054,18,OGRODNICZY,42375,01/11/2011,01/11/2011,13134,
523,WODOCIĄGOWY-4169,277,PRZECIWGROMOWY,8890,01/01/2012,04/01/2012,10037,
524,WODOCIĄGOWY-9046,110,PRZECIWGROMOWY,20020,12/12/2011,13/12/2011,12643,
525,WODOCIĄGOWY-6258,159,ELEKTRYCZNY,46425,01/01/0001,12/09/0002,3384,
526,WODOCIĄGOWY-3580,17,ALARMOWY,18700,06/12/2011,08/12/2011,12605,
527,WODOCIĄGOWY-5520,79,PRZECIWGROMOWY,69475,01/01/0001,09/06/0006,1765,
528,WODOCIĄGOWY-8607,142,GRZEWCZY,32240,01/01/0001,08/02/0002,4533,
529,WODOCIĄGOWY-6108,73,WODOCIĄGOWY,72380,01/01/0001,09/08/0004,9967,
530,WODOCIĄGOWY-4767,112,GRZEWCZY,38960,03/06/2011,07/06/2011,10617,
531,WODOCIĄGOWY-8490,37,PRZECIWGROMOWY,25025,01/01/0001,17/12/0002,6827,
532,WODOCIĄGOWY-6778,211,OGRODNICZY,19000,18/03/2011,20/03/2011,17226,
533,WODOCIĄGOWY-7999,136,PRZECIWGROMOWY,32900,01/01/0001,30/07/0003,867,
534,WODOCIĄGOWY-1225,154,WODOCIĄGOWY,55000,01/01/0001,28/09/0003,7999,
535,WODOCIĄGOWY-1609,11,WODOCIĄGOWY,36300,01/01/0001,23/10/0002,979,
536,WODOCIĄGOWY-2963,35,OGRODNICZY,26675,01/01/0001,04/12/0003,7978,
537,WODOCIĄGOWY-1613,279,GRZEWCZY,49520,01/01/0001,12/09/0002,8320,
538,WODOCIĄGOWY-3054,218,ELEKTRYCZNY,56700,13/04/2011,16/04/2011,15407,
539,WODOCIĄGOWY-6497,185,ALARMOWY,77000,01/01/0001,21/03/0005,2459,
540,WODOCIĄGOWY-820,291,ELEKTRYCZNY,45975,19/05/2011,20/05/2011,16788,
541,WODOCIĄGOWY-9160,271,ALARMOWY,20250,30/08/2011,02/09/2011,11651,
542,WODOCIĄGOWY-6099,31,OGRODNICZY,38825,31/07/2011,07/08/2011,19256,
543,WODOCIĄGOWY-6546,109,OGRODNICZY,10075,29/04/2011,07/05/2011,11161,
544,WODOCIĄGOWY-6561,152,ELEKTRYCZNY,60150,01/01/0001,14/03/0003,1600,
545,WODOCIĄGOWY-4430,164,WODOCIĄGOWY,73700,22/01/2011,23/01/2011,17443,
546,WODOCIĄGOWY-2187,230,GRZEWCZY,7680,29/03/2011,04/04/2011,19132,
547,WODOCIĄGOWY-5977,146,WODOCIĄGOWY,13365,01/01/0001,01/09/0001,1657,
548,WODOCIĄGOWY-8504,0,WODOCIĄGOWY,74250,01/01/0001,12/09/0004,627,
549,WODOCIĄGOWY-6603,285,ELEKTRYCZNY,46800,01/01/0001,17/09/0002,1680,
550,WODOCIĄGOWY-7055,13,OGRODNICZY,43025,01/01/0001,18/09/0005,348,
551,WODOCIĄGOWY-3362,35,GRZEWCZY,63360,16/08/2011,20/08/2011,10498,
552,WODOCIĄGOWY-8895,39,PRZECIWGROMOWY,6755,01/01/0001,13/07/0001,6376,
553,WODOCIĄGOWY-234,153,ELEKTRYCZNY,2175,01/01/0001,30/01/0001,2664,
554,WODOCIĄGOWY-2797,46,GRZEWCZY,124320,17/05/2011,17/05/2011,12871,
555,WODOCIĄGOWY-583,149,ELEKTRYCZNY,134250,01/01/0001,26/11/0005,9923,
556,WODOCIĄGOWY-6345,263,ALARMOWY,86850,01/01/0001,04/10/0005,7061,
557,WODOCIĄGOWY-4342,167,WODOCIĄGOWY,103565,01/01/0001,27/02/0006,8135,
558,WODOCIĄGOWY-4481,131,ELEKTRYCZNY,900,29/10/2011,02/11/2011,15819,
559,WODOCIĄGOWY-9113,226,OGRODNICZY,17550,01/01/0001,04/12/0002,3274,
560,WODOCIĄGOWY-2540,203,OGRODNICZY,11900,01/01/0001,22/04/0002,2920,
561,WODOCIĄGOWY-1907,267,OGRODNICZY,32300,01/01/0001,16/07/0004,7516,
562,WODOCIĄGOWY-674,150,WODOCIĄGOWY,62260,20/01/2012,22/01/2012,12841,
563,WODOCIĄGOWY-7313,189,ELEKTRYCZNY,142350,01/01/0001,14/03/0006,1608,
564,WODOCIĄGOWY-2997,278,PRZECIWGROMOWY,61250,01/01/0001,17/10/0005,722,
565,WODOCIĄGOWY-7594,230,WODOCIĄGOWY,43890,05/08/2011,10/08/2011,18006,
566,WODOCIĄGOWY-709,51,ALARMOWY,53600,24/08/2011,01/09/2011,12899,
567,WODOCIĄGOWY-5062,238,OGRODNICZY,20375,14/04/2011,15/04/2011,12023,
568,WODOCIĄGOWY-1697,139,PRZECIWGROMOWY,22610,01/01/0001,09/10/0002,8949,
569,WODOCIĄGOWY-6452,249,ALARMOWY,95950,18/04/2011,18/04/2011,11712,
570,WODOCIĄGOWY-1161,14,OGRODNICZY,43350,28/10/2011,06/11/2011,19459,
571,WODOCIĄGOWY-4719,277,GRZEWCZY,52400,26/12/2011,02/01/2012,14446,
572,WODOCIĄGOWY-5029,112,OGRODNICZY,20925,01/01/0001,18/04/0003,234,
573,WODOCIĄGOWY-8571,23,OGRODNICZY,45575,01/01/0001,29/12/0005,3891,
574,WODOCIĄGOWY-549,157,ALARMOWY,3500,01/01/0001,12/03/0001,7209,
575,WODOCIĄGOWY-6458,178,PRZECIWGROMOWY,67305,07/02/2011,14/02/2011,13946,
576,WODOCIĄGOWY-7927,98,GRZEWCZY,142800,04/04/2011,09/04/2011,16791,
577,WODOCIĄGOWY-3334,101,ALARMOWY,99950,26/07/2011,04/08/2011,16131,
578,WODOCIĄGOWY-5410,189,GRZEWCZY,104000,20/11/2011,22/11/2011,13404,
579,WODOCIĄGOWY-5570,245,OGRODNICZY,20175,01/01/0001,19/03/0003,9517,
580,WODOCIĄGOWY-491,150,WODOCIĄGOWY,17325,01/01/0001,12/11/0001,1035,
581,WODOCIĄGOWY-3327,214,GRZEWCZY,48240,01/01/0001,27/08/0002,9502,
582,WODOCIĄGOWY-8083,218,ALARMOWY,15200,01/01/0001,01/11/0001,5125,
583,WODOCIĄGOWY-2737,54,PRZECIWGROMOWY,66850,02/10/2011,05/10/2011,17053,
584,WODOCIĄGOWY-7063,184,PRZECIWGROMOWY,36890,01/01/0001,21/11/0003,5571,
585,WODOCIĄGOWY-3508,97,ELEKTRYCZNY,127275,01/01/0001,25/08/0005,2220,
586,WODOCIĄGOWY-986,99,ELEKTRYCZNY,129450,11/11/2011,18/11/2011,17026,
587,WODOCIĄGOWY-876,29,ALARMOWY,92550,21/11/2011,21/11/2011,15643,
588,WODOCIĄGOWY-7936,135,ALARMOWY,86400,17/09/2011,21/09/2011,19103,
589,WODOCIĄGOWY-5935,80,ALARMOWY,74750,18/12/2011,26/12/2011,17605,
590,WODOCIĄGOWY-4037,1,OGRODNICZY,39700,01/01/0001,08/05/0005,6134,
591,WODOCIĄGOWY-7412,153,ALARMOWY,29450,01/01/0001,13/08/0002,5424,
592,WODOCIĄGOWY-4799,91,GRZEWCZY,2240,01/01/0001,29/01/0001,4608,
593,WODOCIĄGOWY-4596,94,ALARMOWY,3250,14/02/2011,23/02/2011,18551,
594,WODOCIĄGOWY-5360,78,ELEKTRYCZNY,23775,01/01/0001,14/11/0001,7276,
595,WODOCIĄGOWY-6635,244,GRZEWCZY,56400,01/01/0001,07/12/0002,2462,
596,WODOCIĄGOWY-1986,230,PRZECIWGROMOWY,1575,17/07/2011,25/07/2011,19775,
597,WODOCIĄGOWY-5274,141,ELEKTRYCZNY,33450,06/11/2011,11/11/2011,15577,
598,WODOCIĄGOWY-2671,1,OGRODNICZY,14800,19/02/2011,28/02/2011,11433,
599,WODOCIĄGOWY-9587,84,ELEKTRYCZNY,83775,09/09/2011,11/09/2011,13342,
600,WODOCIĄGOWY-1637,3,PRZECIWGROMOWY,43610,21/08/2011,26/08/2011,10436,
601,WODOCIĄGOWY-1303,224,ALARMOWY,3650,22/10/2011,28/10/2011,15965,
602,WODOCIĄGOWY-8870,111,OGRODNICZY,6600,01/01/0001,22/09/0001,8267,
603,WODOCIĄGOWY-9587,151,ALARMOWY,45500,17/06/2011,24/06/2011,14862,
604,WODOCIĄGOWY-5608,212,GRZEWCZY,66000,22/10/2011,23/10/2011,10933,
605,WODOCIĄGOWY-5564,65,ELEKTRYCZNY,8925,01/01/0001,30/04/0001,7695,
606,WODOCIĄGOWY-4932,62,PRZECIWGROMOWY,61705,09/03/2011,18/03/2011,15051,
607,WODOCIĄGOWY-2375,14,WODOCIĄGOWY,51315,02/07/2011,02/07/2011,10216,
608,WODOCIĄGOWY-4516,289,ALARMOWY,21350,01/01/0001,04/03/0002,4606,
609,WODOCIĄGOWY-2972,285,ELEKTRYCZNY,85875,01/01/0001,20/02/0004,9707,
610,WODOCIĄGOWY-7250,160,ELEKTRYCZNY,136350,26/07/2011,29/07/2011,16030,
611,WODOCIĄGOWY-1818,5,WODOCIĄGOWY,38335,03/08/2011,11/08/2011,16377,
612,WODOCIĄGOWY-1358,88,WODOCIĄGOWY,41250,01/01/0001,21/01/0003,9805,
613,WODOCIĄGOWY-8479,24,ALARMOWY,38800,01/01/0001,16/02/0003,6750,
614,WODOCIĄGOWY-9468,93,PRZECIWGROMOWY,3185,31/08/2011,01/09/2011,11084,
615,WODOCIĄGOWY-2934,284,OGRODNICZY,27275,02/03/2011,09/03/2011,10551,
616,WODOCIĄGOWY-5369,179,GRZEWCZY,21760,21/12/2011,23/12/2011,15705,
617,WODOCIĄGOWY-9626,88,ELEKTRYCZNY,20250,28/01/2011,03/02/2011,14915,
618,WODOCIĄGOWY-4031,157,ALARMOWY,54600,01/01/0001,29/12/0003,4105,
619,WODOCIĄGOWY-8825,257,GRZEWCZY,115120,01/01/0001,10/12/0004,1967,
620,WODOCIĄGOWY-5492,126,ELEKTRYCZNY,32550,07/11/2011,09/11/2011,11255,
621,WODOCIĄGOWY-2857,196,PRZECIWGROMOWY,5285,24/07/2011,30/07/2011,15388,
622,WODOCIĄGOWY-2723,271,WODOCIĄGOWY,7590,29/12/2011,30/12/2011,17528,
623,WODOCIĄGOWY-7900,234,WODOCIĄGOWY,95920,01/01/0001,11/10/0005,1240,
624,WODOCIĄGOWY-4105,219,GRZEWCZY,12720,01/01/0001,09/06/0001,5144,
625,WODOCIĄGOWY-2198,182,WODOCIĄGOWY,96910,01/01/0001,29/10/0005,4822,
626,WODOCIĄGOWY-1475,215,PRZECIWGROMOWY,44485,26/07/2011,01/08/2011,10422,
627,WODOCIĄGOWY-3944,295,GRZEWCZY,78320,01/01/0001,07/09/0003,9622,
628,WODOCIĄGOWY-1627,234,GRZEWCZY,125120,01/01/0001,14/04/0005,3860,
629,WODOCIĄGOWY-5002,35,ALARMOWY,9550,01/01/0001,11/07/0001,5135,
630,WODOCIĄGOWY-5288,197,PRZECIWGROMOWY,31710,01/01/0001,26/06/0003,669,
631,WODOCIĄGOWY-3816,70,WODOCIĄGOWY,100375,09/07/2011,14/07/2011,19045,
632,WODOCIĄGOWY-8971,130,GRZEWCZY,117120,01/01/0001,04/01/0005,3594,
633,WODOCIĄGOWY-6960,46,OGRODNICZY,15675,01/01/0001,20/09/0002,8650,
634,WODOCIĄGOWY-2025,64,GRZEWCZY,2640,01/01/0001,03/02/0001,9251,
635,WODOCIĄGOWY-9903,211,ELEKTRYCZNY,81900,05/05/2011,11/05/2011,16859,
636,WODOCIĄGOWY-7817,187,PRZECIWGROMOWY,25305,19/01/2012,27/01/2012,17300,
637,WODOCIĄGOWY-3912,114,GRZEWCZY,39440,01/01/0001,09/05/0002,7752,
